city,year,sport,discipline,event,athlete,gender,country_code,country,event_gender,medal,decade,continent,repeat_medalist,sport_group
Montreal,1976,Athletics,Athletics,4X100M Relay,"Thieme, Alexander",Men,Gdr,East Germany,M,Silver,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,200M,"Stecher, Renate",Women,Gdr,East Germany,W,Bronze,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,Shot Put,"Baryshnikov, Aleksandr",Men,Urs,Soviet Union,M,Bronze,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,High Jump,"Joy, Gregory",Men,Can,Canada,M,Silver,1970,North America,No,Track & Field
Montreal,1976,Athletics,Athletics,Hammer Throw,"Bondarchuk, Anatoli",Men,Urs,Soviet Union,M,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,100M,"Borzov, Valery",Men,Urs,Soviet Union,M,Bronze,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,800M,"Chtereva, Nikolina",Women,Bul,Bulgaria,W,Silver,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,3000M Steeplechase,"Malinowski, Bronislaw",Men,Pol,Poland,M,Silver,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,1500M,"Hoffmeister, Gunhild",Women,Gdr,East Germany,W,Silver,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,4X400M Relay,"Ingram, Sheila Rena",Women,Usa,United States,W,Silver,1970,North America,No,Track & Field
Montreal,1976,Athletics,Athletics,Triple Jump,"Butts, James A.",Men,Usa,United States,M,Silver,1970,North America,No,Track & Field
Montreal,1976,Athletics,Athletics,4X400M Relay,"Parks, Maxwell Lander",Men,Usa,United States,M,Gold,1970,North America,No,Track & Field
Montreal,1976,Athletics,Athletics,4X100M Relay,"Anisimova, Vera",Women,Urs,Soviet Union,W,Bronze,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,Discus Throw,"Schmidt, Wolfgang",Men,Gdr,East Germany,M,Silver,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,Javelin Throw,"Schmidt, Kathryn Joan",Women,Usa,United States,W,Bronze,1970,North America,No,Track & Field
Montreal,1976,Athletics,Athletics,4X400M Relay,"Bryant, Rosalyn Evette",Women,Usa,United States,W,Silver,1970,North America,No,Track & Field
Montreal,1976,Athletics,Athletics,4X100M Relay,"Oelsner-Göhr, Marlies",Women,Gdr,East Germany,W,Gold,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,1500M,"Wellmann, Paul-Heinz",Men,Frg,West Germany,M,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,Discus Throw,"Powell, John Gates",Men,Usa,United States,M,Bronze,1970,North America,Yes,Track & Field
Montreal,1976,Athletics,Athletics,4X100M Relay,"Besfamilnaya, Nadezhda",Women,Urs,Soviet Union,W,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,4X400M Relay,"Podlas, Ryszard",Men,Pol,Poland,M,Silver,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,4X100M Relay,"Kolesnikov, Nikolai",Men,Urs,Soviet Union,M,Bronze,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,1500M,"Walker, John",Men,Nzl,New Zealand,M,Gold,1970,Oceania,No,Track & Field
Montreal,1976,Athletics,Athletics,800M,"Zinn, Elfi",Women,Gdr,East Germany,W,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,1500M,"Kazankina, Tatiana",Women,Urs,Soviet Union,W,Gold,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,Marathon,"Cierpinski, Waldemar",Men,Gdr,East Germany,M,Gold,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,4X400M Relay,"Krieg, Lothar",Men,Frg,West Germany,M,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,4X100M Relay,"Bodendorf, Carla",Women,Gdr,East Germany,W,Gold,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,4X100M Relay,"Pfeifer, Jörg",Men,Gdr,East Germany,M,Silver,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,800M,"Van Damme, Ivo",Men,Bel,Belgium,M,Silver,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,1500M,"Van Damme, Ivo",Men,Bel,Belgium,M,Silver,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,110M Hurdles,"Davenport, Willie",Men,Usa,United States,M,Bronze,1970,North America,No,Track & Field
Montreal,1976,Athletics,Athletics,20Km Walk,"Bautista Rocha, Daniel",Men,Mex,Mexico,M,Gold,1970,North America,No,Track & Field
Montreal,1976,Athletics,Athletics,Discus Throw,"Schlaak-Jahl, Evelin",Women,Gdr,East Germany,W,Gold,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,100M,"Richter-Irrgang, Annegret",Women,Frg,West Germany,W,Gold,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,200M,"Eckert-Wöckel, Bärbel",Women,Gdr,East Germany,W,Gold,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,4X400M Relay,"Pietrzyk, Jerzy",Men,Pol,Poland,M,Silver,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,400M,"Brehmer-Lathan, Christina",Women,Gdr,East Germany,W,Silver,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,Shot Put,"Christova-Todorova, Ivanka Mikailova",Women,Bul,Bulgaria,W,Gold,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,Pentathlon,"Siegl, Siegrun",Women,Gdr,East Germany,W,Gold,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,4X400M Relay,"Maletzki, Doris",Women,Gdr,East Germany,W,Gold,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,100M Hurdles,"Lebedeva, Natalya",Women,Urs,Soviet Union,W,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,Decathlon,"Kratschmer, Guido",Men,Frg,West Germany,M,Silver,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,Shot Put,"Beyer, Udo",Men,Gdr,East Germany,M,Gold,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,3000M Steeplechase,"Baumgartl, Frank",Men,Gdr,East Germany,M,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,4X400M Relay,"Chistyakova-Sokolova, Natalya",Women,Urs,Soviet Union,W,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,Shot Put,"Mironov, Yevgeni",Men,Urs,Soviet Union,M,Silver,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,400M Hurdles,"Shine, Michael Lyle",Men,Usa,United States,M,Silver,1970,North America,No,Track & Field
Montreal,1976,Athletics,Athletics,400M Hurdles,"Moses, Edwin",Men,Usa,United States,M,Gold,1970,North America,Yes,Track & Field
Montreal,1976,Athletics,Athletics,Decathlon,"Jenner, William Bruce",Men,Usa,United States,M,Gold,1970,North America,No,Track & Field
Montreal,1976,Athletics,Athletics,3000M Steeplechase,"Garderud, Anders",Men,Swe,Sweden,M,Gold,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,Pole Vault,"Slusarski, Tadeusz",Men,Pol,Poland,M,Gold,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,Long Jump,"Voigt, Angela",Women,Gdr,East Germany,W,Gold,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,4X100M Relay,"Hampton, Millard Frank Jr.",Men,Usa,United States,M,Gold,1970,North America,Yes,Track & Field
Montreal,1976,Athletics,Athletics,4X100M Relay,"Silovs, Yuris",Men,Urs,Soviet Union,M,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,20Km Walk,"Frenkel, Peter",Men,Gdr,East Germany,M,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,100M,"Quarrie, Donald",Men,Jam,Jamaica,M,Silver,1970,North America,Yes,Track & Field
Montreal,1976,Athletics,Athletics,Pole Vault,"Roberts, David Luther",Men,Usa,United States,M,Bronze,1970,North America,No,Track & Field
Montreal,1976,Athletics,Athletics,400M,"Frazier, Herman Ronald",Men,Usa,United States,M,Bronze,1970,North America,Yes,Track & Field
Montreal,1976,Athletics,Athletics,4X100M Relay,"Helten, Inge",Women,Frg,West Germany,W,Silver,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,Triple Jump,"Saneev, Viktor",Men,Urs,Soviet Union,M,Gold,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,400M,"Stropahl-Streidt, Ellen",Women,Gdr,East Germany,W,Bronze,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,5000M,"Viren, Lasse",Men,Fin,Finland,M,Gold,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,4X100M Relay,"Eckert-Wöckel, Bärbel",Women,Gdr,East Germany,W,Gold,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,4X400M Relay,"Brehmer-Lathan, Christina",Women,Gdr,East Germany,W,Gold,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,10000M,"Viren, Lasse",Men,Fin,Finland,M,Gold,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,4X400M Relay,"Jaremski, Zbigniew",Men,Pol,Poland,M,Silver,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,Long Jump,"Williams, Randel Luvelle",Men,Usa,United States,M,Silver,1970,North America,No,Track & Field
Montreal,1976,Athletics,Athletics,4X100M Relay,"Kurrat, Klaus-Dieter",Men,Gdr,East Germany,M,Silver,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,10000M,"Foster, Brendan",Men,Gbr,United Kingdom,M,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,Javelin Throw,"Nemeth, Miklos",Men,Hun,Hungary,M,Gold,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,4X400M Relay,"Klimovocha, Inta",Women,Urs,Soviet Union,W,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,Marathon,"Shorter, Frank Charles",Men,Usa,United States,M,Silver,1970,North America,No,Track & Field
Montreal,1976,Athletics,Athletics,Shot Put,"Chizhova, Nadezhda",Women,Urs,Soviet Union,W,Silver,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,4X400M Relay,"Aksenova, Lyudmila",Women,Urs,Soviet Union,W,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,Javelin Throw,"Megelea, Gheorghe",Men,Rou,Romania,M,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,5000M,"Quax, Dick Theodorus",Men,Nzl,New Zealand,M,Silver,1970,Oceania,No,Track & Field
Montreal,1976,Athletics,Athletics,20Km Walk,"Reimann, Hans",Men,Gdr,East Germany,M,Silver,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,High Jump,"Wszola, Jacek",Men,Pol,Poland,M,Gold,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,4X400M Relay,"Newhouse, Frederick Vaughn",Men,Usa,United States,M,Gold,1970,North America,Yes,Track & Field
Montreal,1976,Athletics,Athletics,Javelin Throw,"Fuchs, Ruth",Women,Gdr,East Germany,W,Gold,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,4X100M Relay,"Glance, Harvey Edward",Men,Usa,United States,M,Gold,1970,North America,No,Track & Field
Montreal,1976,Athletics,Athletics,4X400M Relay,"Rohde, Brigitte",Women,Gdr,East Germany,W,Gold,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,Long Jump,"Mcmillan, Catherine Laverne",Women,Usa,United States,W,Silver,1970,North America,No,Track & Field
Montreal,1976,Athletics,Athletics,High Jump,"Blagoeva-Dimitrova, Yordanka",Women,Bul,Bulgaria,W,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,400M Hurdles,"Gavrilenko, Yevgeni",Men,Urs,Soviet Union,M,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,Marathon,"Lismont, Karel",Men,Bel,Belgium,M,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,4X100M Relay,"Possekel, Elvira",Women,Frg,West Germany,W,Silver,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,4X100M Relay,"Stecher, Renate",Women,Gdr,East Germany,W,Gold,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,4X400M Relay,"Brown, Benjamin Gene",Men,Usa,United States,M,Gold,1970,North America,No,Track & Field
Montreal,1976,Athletics,Athletics,200M,"Richter-Irrgang, Annegret",Women,Frg,West Germany,W,Silver,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,200M,"Quarrie, Donald",Men,Jam,Jamaica,M,Gold,1970,North America,Yes,Track & Field
Montreal,1976,Athletics,Athletics,10000M,"Lopes, Carlos",Men,Por,Portugal,M,Silver,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,400M,"Newhouse, Frederick Vaughn",Men,Usa,United States,M,Silver,1970,North America,Yes,Track & Field
Montreal,1976,Athletics,Athletics,Javelin Throw,"Siitonen, Hannu Juhani",Men,Fin,Finland,M,Silver,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,Pole Vault,"Kalliomäki, Antti Tapani",Men,Fin,Finland,M,Silver,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,4X400M Relay,"Kolesnikova-Ilyina, Nadezhda",Women,Urs,Soviet Union,W,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,110M Hurdles,"Drut, Guy",Men,Fra,France,M,Gold,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,Triple Jump,"De Oliveira, Joao Carlos",Men,Bra,Brazil,M,Bronze,1970,South America,Yes,Track & Field
Montreal,1976,Athletics,Athletics,Hammer Throw,"Spiridonov, Aleksei",Men,Urs,Soviet Union,M,Silver,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,Discus Throw,"Hinzmann, Gabriele",Women,Gdr,East Germany,W,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,4X100M Relay,"Borzov, Valery",Men,Urs,Soviet Union,M,Bronze,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,Long Jump,"Alfeeva, Lidia",Women,Urs,Soviet Union,W,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,400M,"Szewinska, Irena",Women,Pol,Poland,W,Gold,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,Shot Put,"Fibingerova, Helena",Women,Tch,Czechoslovakia,W,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,4X100M Relay,"Kokot, Manfred",Men,Gdr,East Germany,M,Silver,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,4X400M Relay,"Hofmeister, Franz-Peter",Men,Frg,West Germany,M,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,High Jump,"Simeoni, Sara",Women,Ita,Italy,W,Silver,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,4X400M Relay,"Schmid, Harald",Men,Frg,West Germany,M,Bronze,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,4X400M Relay,"Greene-Jiles, Pamela",Women,Usa,United States,W,Silver,1970,North America,No,Track & Field
Montreal,1976,Athletics,Athletics,Discus Throw,"Vergova-Petkova, Maria",Women,Bul,Bulgaria,W,Silver,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,800M,"Juantorena, Alberto",Men,Cub,Cuba,M,Gold,1970,North America,Yes,Track & Field
Montreal,1976,Athletics,Athletics,Discus Throw,"Wilkins, Malcolm Maurice",Men,Usa,United States,M,Gold,1970,North America,Yes,Track & Field
Montreal,1976,Athletics,Athletics,4X400M Relay,"Sapenter, Deborah Elaine",Women,Usa,United States,W,Silver,1970,North America,No,Track & Field
Montreal,1976,Athletics,Athletics,110M Hurdles,"Casanas Ramirez, Alejandro",Men,Cub,Cuba,M,Silver,1970,North America,Yes,Track & Field
Montreal,1976,Athletics,Athletics,1500M,"Klapezynski-Bruns, Ulrike",Women,Gdr,East Germany,W,Bronze,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,4X100M Relay,"Jones, John Wesley",Men,Usa,United States,M,Gold,1970,North America,No,Track & Field
Montreal,1976,Athletics,Athletics,100M,"Helten, Inge",Women,Frg,West Germany,W,Bronze,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,4X100M Relay,"Aksinin, Aleksandr",Men,Urs,Soviet Union,M,Bronze,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,4X100M Relay,"Prorochenko, Tatiana",Women,Urs,Soviet Union,W,Bronze,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,100M,"Crawford, Hasely",Men,Tri,Trinidad And Tobago,M,Gold,1970,North America,No,Track & Field
Montreal,1976,Athletics,Athletics,4X100M Relay,"Zharkova-Maslakova, Liudmila",Women,Urs,Soviet Union,W,Bronze,1970,Europe,Yes,Track & Field
Montreal,1976,Athletics,Athletics,4X100M Relay,"Kroniger, Annegret",Women,Frg,West Germany,W,Silver,1970,Europe,No,Track & Field
Montreal,1976,Athletics,Athletics,Javelin Throw,"Becker-Steiner, Marion",Women,Frg,West Germany,W,Silver,1970,Europe,No,Track & Field
Montreal,1976,Basketball,Basketball,Basketball,"Georgijevski, Blagoje",Men,Yug,Yugoslavia,M,Silver,1970,Europe,No,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Skerlatova, Girgina",Women,Bul,Bulgaria,W,Bronze,1970,Europe,No,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Ovechkina, Tatiana",Women,Urs,Soviet Union,W,Gold,1970,Europe,Yes,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Mikhailova, Snezhana",Women,Bul,Bulgaria,W,Bronze,1970,Europe,Yes,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Lieberman, Nancy Lizabeth",Women,Usa,United States,W,Silver,1970,North America,No,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Zakharova-Nadirova, Tatiana",Women,Urs,Soviet Union,W,Gold,1970,Europe,Yes,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Marquis, Gail Annette",Women,Usa,United States,W,Silver,1970,North America,No,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"May, Scott Glenn",Men,Usa,United States,M,Gold,1970,North America,No,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Lewis, Charlotte",Women,Usa,United States,W,Silver,1970,North America,No,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Korkiya, Mikhail",Men,Urs,Soviet Union,M,Bronze,1970,Europe,No,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Kupchak, Mitchell",Men,Usa,United States,M,Gold,1970,North America,No,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Metodieva, Penka",Women,Bul,Bulgaria,W,Bronze,1970,Europe,Yes,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Dantley, Adrian Delano",Men,Usa,United States,M,Gold,1970,North America,No,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Jelovac, Vinko",Men,Yug,Yugoslavia,M,Silver,1970,Europe,No,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Kurvyakova, Raisa",Women,Urs,Soviet Union,W,Gold,1970,Europe,No,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Giurova, Krassimira",Women,Bul,Bulgaria,W,Bronze,1970,Europe,No,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Cosic, Kresimir",Men,Yug,Yugoslavia,M,Silver,1970,Europe,Yes,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Sheppard, Steven",Men,Usa,United States,M,Gold,1970,North America,No,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Feryabnikova, Nelli",Women,Urs,Soviet Union,W,Gold,1970,Europe,Yes,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Rupshene, Angelia",Women,Urs,Soviet Union,W,Gold,1970,Europe,Yes,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Ford, Philip Jackson, Jr.",Men,Usa,United States,M,Gold,1970,North America,No,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Rojcewicz, Susan Marie",Women,Usa,United States,W,Silver,1970,North America,No,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Carr, Kenneth Alan",Men,Usa,United States,M,Gold,1970,North America,No,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Myshkin, Anatoli",Men,Urs,Soviet Union,M,Bronze,1970,Europe,Yes,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Makaveeva, Petkana",Women,Bul,Bulgaria,W,Bronze,1970,Europe,Yes,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Arzamaskov, Vladimir",Men,Urs,Soviet Union,M,Bronze,1970,Europe,No,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Shuvaeva-Olkhova, Nadezhda",Women,Urs,Soviet Union,W,Gold,1970,Europe,Yes,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Davis, Walter Paul",Men,Usa,United States,M,Gold,1970,North America,No,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Bogdanova, Krasimira",Women,Bul,Bulgaria,W,Bronze,1970,Europe,Yes,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Brogden, Cinderella Jane",Women,Usa,United States,W,Silver,1970,North America,No,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Solman, Damir",Men,Yug,Yugoslavia,M,Silver,1970,Europe,No,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Barisheva-Korosteleva, Olga",Women,Urs,Soviet Union,W,Gold,1970,Europe,Yes,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Belov, Sergei",Men,Urs,Soviet Union,M,Bronze,1970,Europe,Yes,Ball Sports
Montreal,1976,Basketball,Basketball,Basketball,"Slavnic, Zoran",Men,Yug,Yugoslavia,M,Silver,1970,Europe,Yes,Ball Sports
